,job
10755,management
10756,technician
10757,blue-collar
10758,management
10759,technician
10760,unemployed
10761,blue-collar
10762,blue-collar
10763,services
10764,blue-collar
10765,management
10766,services
10767,admin.
10768,entrepreneur
10769,admin.
10770,management
10771,management
10772,management
10773,blue-collar
10774,technician
10775,entrepreneur
10776,blue-collar
10777,management
10778,blue-collar
10779,technician
10780,services
10781,blue-collar
10782,blue-collar
10783,management
10784,technician
10785,entrepreneur
10786,admin.
10787,management
10788,blue-collar
10789,management
10790,blue-collar
10791,management
10792,retired
10793,admin.
10794,management
10795,entrepreneur
10796,technician
10797,admin.
10798,technician
10799,admin.
10800,blue-collar
10801,admin.
10802,management
10803,services
10804,retired
10805,unknown
10806,blue-collar
10807,management
10808,management
10809,technician
10810,retired
10811,unemployed
10812,self-employed
10813,blue-collar
10814,technician
10815,unemployed
10816,management
10817,self-employed
10818,entrepreneur
10819,management
10820,services
10821,management
10822,management
10823,management
10824,technician
10825,admin.
10826,student
10827,management
10828,technician
10829,services
10830,blue-collar
10831,admin.
10832,blue-collar
10833,management
10834,management
10835,services
10836,admin.
10837,technician
10838,housemaid
10839,management
10840,blue-collar
10841,admin.
10842,technician
10843,retired
10844,technician
10845,management
10846,services
10847,retired
10848,management
10849,management
10850,management
10851,services
10852,services
10853,blue-collar
10854,management
10855,management
10856,management
10857,self-employed
10858,management
10859,blue-collar
10860,admin.
10861,management
10862,unemployed
10863,blue-collar
10864,blue-collar
10865,services
10866,blue-collar
10867,student
10868,management
10869,blue-collar
10870,blue-collar
10871,admin.
10872,management
10873,blue-collar
10874,blue-collar
10875,blue-collar
10876,management
10877,technician
10878,blue-collar
10879,blue-collar
10880,admin.
10881,technician
10882,management
10883,blue-collar
10884,self-employed
10885,blue-collar
10886,entrepreneur
10887,services
10888,blue-collar
10889,management
10890,management
10891,admin.
10892,management
10893,management
10894,management
10895,management
10896,management
10897,blue-collar
10898,management
10899,admin.
10900,admin.
10901,admin.
10902,blue-collar
10903,admin.
10904,services
10905,blue-collar
10906,management
10907,admin.
10908,housemaid
10909,management
10910,technician
10911,technician
10912,technician
10913,blue-collar
10914,admin.
10915,management
10916,technician
10917,services
10918,entrepreneur
10919,technician
10920,services
10921,management
10922,entrepreneur
10923,admin.
10924,technician
10925,management
10926,self-employed
10927,technician
10928,retired
10929,technician
10930,technician
10931,admin.
10932,technician
10933,blue-collar
10934,services
10935,admin.
10936,blue-collar
10937,blue-collar
10938,blue-collar
10939,admin.
10940,blue-collar
10941,housemaid
10942,blue-collar
10943,blue-collar
10944,technician
10945,management
10946,technician
10947,technician
10948,technician
10949,admin.
10950,blue-collar
10951,management
10952,technician
10953,unemployed
10954,management
10955,technician
10956,housemaid
10957,student
10958,services
10959,management
10960,management
10961,housemaid
10962,self-employed
10963,housemaid
10964,blue-collar
10965,management
10966,technician
10967,blue-collar
10968,management
10969,admin.
10970,blue-collar
10971,admin.
10972,technician
10973,management
10974,unemployed
10975,retired
10976,technician
10977,services
10978,technician
10979,blue-collar
10980,admin.
10981,admin.
10982,management
10983,management
10984,blue-collar
10985,management
10986,management
10987,blue-collar
10988,blue-collar
10989,blue-collar
10990,technician
10991,management
10992,blue-collar
10993,housemaid
10994,blue-collar
10995,self-employed
10996,technician
10997,management
10998,blue-collar
10999,entrepreneur
11000,blue-collar
11001,admin.
11002,services
11003,management
11004,blue-collar
11005,blue-collar
11006,unemployed
11007,admin.
11008,services
11009,unemployed
11010,unemployed
11011,technician
11012,admin.
11013,services
11014,technician
11015,management
11016,services
11017,blue-collar
11018,admin.
11019,admin.
11020,entrepreneur
11021,blue-collar
11022,technician
11023,self-employed
11024,admin.
11025,technician
11026,technician
11027,technician
11028,blue-collar
11029,management
11030,technician
11031,blue-collar
11032,housemaid
11033,entrepreneur
11034,blue-collar
11035,self-employed
11036,housemaid
11037,unemployed
11038,blue-collar
11039,technician
11040,services
11041,admin.
11042,entrepreneur
11043,technician
11044,services
11045,services
11046,technician
11047,blue-collar
11048,blue-collar
11049,technician
11050,blue-collar
11051,management
11052,housemaid
11053,management
11054,services
11055,self-employed
11056,technician
11057,management
11058,blue-collar
11059,technician
11060,housemaid
11061,blue-collar
11062,blue-collar
11063,management
11064,retired
11065,technician
11066,technician
11067,management
11068,admin.
11069,self-employed
11070,management
11071,services
11072,technician
11073,blue-collar
11074,management
11075,management
11076,services
11077,retired
11078,management
11079,retired
11080,services
11081,management
11082,management
11083,management
11084,blue-collar
11085,technician
11086,admin.
11087,technician
11088,management
11089,blue-collar
11090,services
11091,housemaid
11092,services
11093,unemployed
11094,unemployed
11095,blue-collar
11096,student
11097,management
11098,management
11099,management
11100,technician
11101,blue-collar
11102,admin.
11103,management
11104,blue-collar
11105,entrepreneur
11106,technician
11107,admin.
11108,admin.
11109,blue-collar
11110,retired
11111,blue-collar
11112,technician
11113,admin.
11114,blue-collar
11115,blue-collar
11116,entrepreneur
11117,management
11118,unemployed
11119,management
11120,management
11121,management
11122,technician
11123,services
11124,retired
11125,blue-collar
11126,unemployed
11127,management
11128,blue-collar
11129,entrepreneur
11130,unemployed
11131,technician
11132,blue-collar
11133,management
11134,self-employed
11135,services
11136,management
11137,retired
11138,technician
11139,self-employed
11140,services
11141,blue-collar
11142,admin.
11143,unemployed
11144,retired
11145,retired
11146,admin.
11147,unemployed
11148,blue-collar
11149,entrepreneur
11150,management
11151,management
11152,housemaid
11153,admin.
11154,technician
11155,blue-collar
11156,blue-collar
11157,blue-collar
11158,services
11159,technician
11160,technician
11161,technician
